what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1294538767933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538773839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538776640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538778085
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538779563
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538782402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538783937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538789281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538790465
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1294538792494
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1294538792913
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294538798419
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294538801835
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1294538807381
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294538812461
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294538815103
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294538815386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539350059
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294539362732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539368376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539533958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539542764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539580830
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294539589955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539592399
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539652607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539655866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539938518
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294539946077
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294539949776
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539957576
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539960619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294539964360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540352930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294540371551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540371892
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540381412
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1294540388330
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540390417
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540392338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540393048
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540394372
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540395493
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540400118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1294540453553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1294540455487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294540456144
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540467794
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540476544
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540483244
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540521485
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540524385
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540524583
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540524764
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540524930
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540525103
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1294540525261
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1294540526173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1294540527353
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540530092
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540532299
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540550455
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540552340
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1294540554304
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540606765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294540642613
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1294540650063
